x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.0,0.0,-0.13509426509569517,-0.06788480221151619,-0.23458141764374596,-0.207522105659451,-0.2796116626146952,-0.32169405142181745,-0.2871363240971287,-0.4089491204034728,-0.13919603059200425,-0.504828579567646,-0.18795338121880115,-0.6983780680307006,-0.22497225993300182,-0.8222799651516781,-0.25658888448713696,-0.9330153546551626,-0.03369620922370153,-0.5132202846546541,-0.047807270982202055,-0.7375658603891291,-0.05541481501844512,-0.8777167286982617,-0.0599111935626142,-0.9982037111160742,0.07126840572768643,-0.4627500279157927,0.07421349913971977,-0.67076313596346,0.0756429162205133,-0.8003233022440481,0.07650658312845116,-0.9178549076737066,0.17266323838925415,-0.3689363396622176,0.19204102598372047,-0.5357270421416424,0.19511151762994344,-0.6423307363377199,0.19288243739109834,-0.7403818718979145,A
0.0,0.0,-0.13603544538740142,-0.08065366711693175,-0.2366078884969505,-0.2239523457786591,-0.28877945101868163,-0.3400461880404993,-0.29706284688569,-0.4182279169452194,-0.1419042712315703,-0.5060362382764875,-0.1901821556228025,-0.7014859050045952,-0.22871585781712456,-0.8224060339204965,-0.26270440752101004,-0.9308012754185089,-0.03731320147435583,-0.5123905912312323,-0.050921026100522945,-0.7381850265670595,-0.061206301455306665,-0.8772124783336768,-0.06879437083856417,-0.9976308608603315,0.06672370959494482,-0.4625329791331802,0.0659119947688814,-0.6690770830075295,0.06618066411649055,-0.795845463312249,0.0662186592785616,-0.9092008005133553,0.1662587195835973,-0.3701538247869137,0.18408911326886257,-0.5357338877009494,0.18658417897103052,-0.6437778616729373,0.18437340118111753,-0.7435870976139287,A
0.0,0.0,-0.15029805846778424,-0.07915458608247666,-0.27003802678293404,-0.23310523765478042,-0.3334656263166505,-0.36221207152008505,-0.37679829456226543,-0.45470153066682606,-0.1779829618977666,-0.5150363903104307,-0.23296151941773097,-0.7166269869233625,-0.26775487999456177,-0.8445864309289446,-0.2958136569940815,-0.9533354881648227,-0.07813103540037568,-0.5313447289082392,-0.10593668570984628,-0.751797460620156,-0.11814463698298434,-0.8845537952918469,-0.12744037967607474,-0.9918462328546789,0.021308584679250505,-0.4964621334424208,0.015243999030807212,-0.7045352177086588,0.012416018761817204,-0.8305473974040549,0.007661094998945227,-0.9431553482056269,0.12275113043546101,-0.4223016088451197,0.13990572795573167,-0.5876838976068273,0.1447469415617501,-0.6905918981736073,0.1452779333269143,-0.7879350873711918,A
0.0,0.0,-0.15154405665440426,-0.09753394203856453,-0.2592964093738351,-0.23621356046531225,-0.3186926346578762,-0.35936153762222195,-0.3705906559972177,-0.4592450502721008,-0.17233033864559802,-0.49746266230064595,-0.22195608642735362,-0.6742360875589588,-0.2505609329254222,-0.7947541461348973,-0.27429398646236636,-0.9035835261214463,-0.08444657650973494,-0.5244640171446477,-0.11132256722458057,-0.729775514639489,-0.12704569733004156,-0.870109939571098,-0.13937853968567013,-0.9902391744801303,0.003161384541984573,-0.5013444034189735,-0.009081819213521986,-0.7000019886534528,-0.013652348531627646,-0.840810069144547,-0.019676971836930072,-0.9645225096601961,0.09191840851845665,-0.42965132113036725,0.11085358846162334,-0.5745693963925635,0.11598689229527769,-0.6741474882469541,0.11714115166061703,-0.7691937642656106,A
0.0,0.0,-0.1462742699516519,-0.07001963836165931,-0.2602885021642108,-0.20440585116379242,-0.3229199802978084,-0.33027059259375974,-0.3836040572066989,-0.4354916082305745,-0.17620315387175736,-0.48272627041978405,-0.23491500973641025,-0.6751808057145361,-0.26723830619502476,-0.7939629888994824,-0.289608091335122,-0.8984389008258765,-0.08769274995981599,-0.507200394412697,-0.11404834355427272,-0.7321722026017795,-0.12492998884210796,-0.8720990900910187,-0.1314451278283223,-0.9913234479069866,-0.0011096368547056194,-0.48222274628612777,-0.008304711614932042,-0.6917408438675907,-0.012229552410034414,-0.8257630326499419,-0.017537939042559368,-0.9455398541924354,0.08573440255829035,-0.41654670362344576,0.107320008682347,-0.562936544837322,0.11903292700276796,-0.6659359957044612,0.12575833440880033,-0.7643209966369252,A
0.0,0.0,-0.13927655592596772,-0.07221901142068839,-0.2524605600355739,-0.208826894023312,-0.31515730311693524,-0.3320362967937817,-0.3798438999522885,-0.43541294231372024,-0.16808819568900757,-0.4867015037783344,-0.22827944628073865,-0.6762452488377406,-0.26449225752277644,-0.7916042566278405,-0.28992802235706155,-0.8950381741757985,-0.07853404619092771,-0.5109251588400133,-0.10152044766282117,-0.7377962973807621,-0.11040497736641976,-0.8761548500017357,-0.11544618572188559,-0.9933137360382508,0.00796932015606867,-0.48366138770120576,0.001273064480919568,-0.6968641948365385,-0.00035696601056009036,-0.8289122842903961,-0.0025435891823260798,-0.9463065443932839,0.09242740206120066,-0.41731853715090056,0.10907476784645641,-0.5702417093674478,0.12213786979391118,-0.6705266812861426,0.13157683336521,-0.764061046248109,A
0.0,0.0,-0.14137996751429072,-0.075064840865913,-0.2538536635653758,-0.2087465728608154,-0.31767679585345426,-0.3290293133283775,-0.3759828381978273,-0.4367987718721325,-0.17175239426990285,-0.4801198465504223,-0.23428009058583163,-0.6723659211251792,-0.27014244450854324,-0.7871337294397008,-0.29644730893185006,-0.8890578600009518,-0.08345496561557646,-0.5057370103959212,-0.10735744745561099,-0.7357151010401431,-0.11763322738872098,-0.8745328825330922,-0.12395758489884535,-0.9922875173789326,0.0019059638014696653,-0.48044249971926456,-0.0013021632018698252,-0.6936987281409761,-0.0051720972950376875,-0.8309495728245789,-0.009528042003271304,-0.9538338472609025,0.0861034632635164,-0.413823124587128,0.1072522234284787,-0.5588439195975133,0.1183873117616919,-0.6620302307689011,0.12419684580493022,-0.7618102155179299,A
0.0,0.0,-0.1358733229059972,-0.0705329945941704,-0.24630872463455014,-0.2016670719580185,-0.3116909525908366,-0.3201887909769946,-0.36715245033689403,-0.4278418552956426,-0.16535157591605834,-0.4729528844990145,-0.2263432613682699,-0.6631816676098383,-0.2642663971418811,-0.7751380201504705,-0.29176575569951685,-0.8761277218208241,-0.08169815052665667,-0.5020334992040838,-0.10625071399943194,-0.7326292918037481,-0.11824745537922975,-0.872438417294415,-0.12561312391217005,-0.992079302828673,0.00045442582911704753,-0.4820606234069996,-0.004438849590415927,-0.6944300706667185,-0.010768773988647668,-0.8299462100968573,-0.01692016946700788,-0.9510432810257465,0.08325943053175415,-0.4228984510660964,0.10008361400665657,-0.5758124284736946,0.11163334208814128,-0.6803551194853339,0.1190291632887587,-0.7798149501794203,A
0.0,0.0,-0.13933281397633362,-0.06737344514701821,-0.25205214254829994,-0.19609274638306037,-0.31787121211788744,-0.31693633631814977,-0.37777215217647764,-0.4259830501636308,-0.17456416016306356,-0.47377042534615527,-0.23837776329792126,-0.6588507036325935,-0.27668010303449486,-0.7694959894574053,-0.3031032375989958,-0.8711705934357474,-0.09195114550997749,-0.5064142503625247,-0.12146233956168942,-0.7340562262919842,-0.13427579540758888,-0.8720320794535465,-0.14172367053512777,-0.989906258799312,-0.009531294763356771,-0.4897015091348509,-0.021742754357068093,-0.6969071188358226,-0.031691133128171414,-0.8305649147679045,-0.04055266799059944,-0.9508589565147295,0.07516213892117492,-0.43458215716866677,0.08538994897444657,-0.5870913750947633,0.09440626501241124,-0.6895761422536203,0.1009357051516689,-0.7876330175604535,A
0.0,0.0,-0.1406717851368633,-0.07409572239687294,-0.25132095704992613,-0.20422697811680612,-0.31422447954139376,-0.32369302288516905,-0.37614255519939666,-0.4341694914889661,-0.17113172165718987,-0.4821888900372687,-0.23262848127687516,-0.6647973156031802,-0.2696413891263328,-0.7758945656893781,-0.294772659457074,-0.8789407901801919,-0.08632339181764477,-0.5131119115353009,-0.11359713361423854,-0.7368803753937356,-0.12524416475483563,-0.8729471974914274,-0.13226972537123358,-0.9912137608761384,-0.0022211321331430545,-0.4941480627129328,-0.013074303311959174,-0.7048869935597105,-0.01968755197278182,-0.8367739828860432,-0.02718820301054175,-0.9558712354320854,0.08324849756114337,-0.43554273916387426,0.09579005931084876,-0.5902286287489261,0.10580172392337246,-0.692447853251199,0.11269447431932121,-0.7891679592753063,A
